user,sku,category,query,click_time,query_time
d85ceff61e7f257d3bb2280029e9b4932bc308ef,2107458,abcat0701002,Bf3,46:16.3,46:04.1
d86218c86726f9f1f29b1d8ed6ec5dd94e1b969a,2670133,abcat0701002,Call of duty,16:05.3,15:22.8
d86299a26dad8ffb2aa0bd2c7e5518ec66d2d4b9,2107458,abcat0701002,Battlefield 3,22:57.5,21:26.0
d862e2e97c1ffb622c8a9fdfee3e586b293a9ff7,2541184,abcat0701002,dead island,20:05.4,19:52.0
d8654d80372cb3eed4c94fb40ebac45fa6c0b4ad,2107458,abcat0701002,battlefield,55:31.6,55:12.2
d86632d331d95613c470e7970d3b0b13c769aeea,3180602,abcat0701002,Bodycount,19:16.6,18:50.9
d86685c807cfbd343b85c2e8a8681641a151256e,1515341,abcat0701002,zumba,36:51.8,35:14.6
d867859d177c67f04014006400f6dbe052efbdb9,1011491,abcat0701002,Kinect sports season 2,37:50.3,33:49.7
d8691456aed7dc364f4251a474a107f9704295eb,2670133,abcat0701002,Mw3 hardened edition,20:34.2,19:53.9
d869c6005dc498521be4268113588ba07c85de95,9487067,abcat0701002,OnlineMidnightSale_Gaming,24:55.6,24:40.6
d86a0cf3faf9f70f1a61842bcf650b3d42f427a6,9902347,abcat0701002,Xbox council,10:23.3,09:45.5
d86bc3e9ae6e788096760f9f445bd08c880d6281,2173065,abcat0701002,batman arkham city,02:04.1,00:00.1
d86cfb6b0396f26fd30babf6c5a781d49db7598d,2078113,abcat0701002,xbox360,58:33.9,57:59.8
d86e940d041df168fdfc579c0bae566fb1155f8c,2704058,abcat0701002,Fifa 12,13:50.7,11:23.8
d872526a2348b4613af325b10a7d814af2f1b196,2704058,abcat0701002,fifa 2012,42:05.2,40:51.5
d8737d7bb1acfe7959e219a1c3e74ae0328504dc,2078113,abcat0701002,xbox 360,07:50.1,07:29.1
d877a003e0d19cd701e4f1cc4079a4a85bb1b565,1563461,abcat0701002,crysis 2,49:48.0,48:06.4
d87911a6999fc845b5327037eee50e212d520048,2704058,abcat0701002,FIFA 12,38:59.4,38:37.5
d87be1c2f127ae60be38a7f6f23e41a6b20871b0,1182175,abcat0701002,Battle field 2,56:30.7,55:55.1
d880a4589ea8c72f7fb8287ea4839415246fb34a,8770868,abcat0701002,Modern warfare,35:25.1,32:47.7
d883e6d8a74737830708ddd8ba62d2814ee74ab7,2375195,abcat0701002,Assaissins creed,04:24.5,03:49.5
d883e6d8a74737830708ddd8ba62d2814ee74ab7,9854804,abcat0701002,Assaissins creed,04:58.3,03:49.5
d883e6d8a74737830708ddd8ba62d2814ee74ab7,2613542,abcat0701002,Assaissins creed,06:41.8,03:49.5
d8847ddff6f9cc1dc390df8da13e2f8e66292379,2107458,abcat0701002,Battlefield 3,19:23.4,19:07.1
d884e79efe192c6e7164e78fabc41c98469aecda,1580049,abcat0701002,xbox dance central,59:24.5,59:09.3
d8864db3bbf5f398aa940fcb530cb276dfe7eb6a,2540079,abcat0701002,Xbox live,44:55.6,41:59.0
d8868553521a7ef9e6ec79f14a5b1832605372b4,2670133,abcat0701002,Mw3,36:50.6,36:45.2
d8872b53f8f05ea3db0b76838fe5dabb7ed402a9,3088387,abcat0701002,Ultimate marvel vs capcom,13:04.8,12:21.8
d88915a62741c6678f066c35843e9d504a1cc75b,2173065,abcat0701002,batman,17:11.5,16:42.4
d8894446798341da57c194a49c8f896af004ef08,2107458,abcat0701002,Battlefield 3,00:40.6,00:09.0
d88cb507b8643173c19b387e2e0152119fd59fef,2541184,abcat0701002,dead island,53:02.2,52:53.7
d88e235b9062be8f12f826008b82e14066f74b4c,2823899,abcat0701002,Kinect games,00:22.9,59:03.3
d88fb0aa745f9059ccfa1ed8629d73a2715503ca,3519923,abcat0701002,final fantasy,12:08.3,08:15.6
d890a6c5fcd58b29df171f8a5631d9105566b76f,2202037,abcat0701002,Deus ex,34:21.4,33:51.3
d890a803a0d6e27d333a75d0af4f84e57f61a37a,2375195,abcat0701002,Madden 12,55:06.7,54:00.1
d89172e3b75b8ece0bfd4d407f9748f6fb701ba9,2670133,abcat0701002,Mw3,25:23.5,22:45.5
d89477315dd25ca89bbde8373616285ff3db1ff6,2541184,abcat0701002,DVD,54:30.4,51:36.0
d89477315dd25ca89bbde8373616285ff3db1ff6,9854804,abcat0701002,DVD,56:16.6,51:36.0
d896c4e7f9e251efbc5703a49bba2009ef486edb,2107458,abcat0701002,46 inch,25:32.0,20:57.4
d8974d685dc639c83f2cc8cabe3af5bdfd26532e,3046603,abcat0701002,arkham city,30:37.0,29:06.2
d89a85e60781d4eae075b08b3964e1b2a033325e,2633103,abcat0701002,rocksmith,12:45.1,10:01.2
d89b0a70ac638b717a42062ccf50160d978da929,2541184,abcat0701002,Dead island,11:26.5,11:15.0
d89c83ddb087688ebb26b99ed821b1c461e85ad1,9276473,abcat0701002,Modern warfare 2,45:09.2,44:47.4
d8a00c42e746087509948f052c52a0c19a6b868b,2375195,abcat0701002,Video games consoles,37:19.9,35:14.3
d8a0a498ab01d9dc1e2ba186ea9957e2a32ee6cd,3559578,abcat0701002,red dead redemption,10:18.3,09:42.5
d8a4bfb63d03760dd5094d25ba525923ec3ccb04,9331591,abcat0701002,Assassins creed II,37:46.6,37:23.9
d8a9a6c515969e3a858baba6ebefe837399d51dc,2704058,abcat0701002,FIFA 12,07:15.3,06:45.5
d8abb0a175dc8b7981dc86f4d269f45a99048d9b,3301556,abcat0701002,F1 2011,44:10.3,43:41.6
d8ac7d22e57e03ca6322aac5d751127918c534d1,3455398,abcat0701002,360 elite,23:00.8,22:28.7
d8af776db4f89e25c09b817ba02b234eb7b599b2,9984142,abcat0701002,Assassins creed revelations,58:23.1,58:10.9
d8af776db4f89e25c09b817ba02b234eb7b599b2,9854804,abcat0701002,Assassins creed revelations,59:00.2,58:10.9
d8b07f47d5a79cb59116d3a75cc375e30951b121,2670133,abcat0701002,Call of duty modern warfare,51:39.2,51:27.4
d8b276c914e092ed1a19f243b1350b6e66c458f9,2173065,abcat0701002,Arkham city,29:04.9,28:55.7
d8b420dde6be8b9fd9166f11324dd0201a2156e3,1199284,abcat0701002,Biggest looser,44:59.0,44:40.4
d8b4304b75522671747cd02888fe4eefba30bdfa,8760398,abcat0701002,Gears of war,03:11.6,02:22.1
d8b5e78556686db15f61b802f16b7bc696f14908,2953607,abcat0701002,xbox 360 accesories,13:19.7,09:24.8
d8b5e78556686db15f61b802f16b7bc696f14908,3046603,abcat0701002,xbox 360 accesories,13:41.9,09:24.8
d8b631e7542aae03390cae71db6db4d9d42be9fb,2078113,abcat0701002,Forza 4,33:25.8,33:15.1
d8b6759792e05ee1c40c8421c656a4bb3082390c,2541184,abcat0701002,Dead island,05:10.2,04:59.0
d8b6f6248edf18dbf5653dbf3f9c2f257199e6fa,2945052,abcat0701002,modern warfare 3,21:42.7,18:27.9
d8b7cb090a06a62d4d4a2e2f21b2196970e4efc9,3455398,abcat0701002,xbox 360 elite,23:56.9,23:29.5
d8b81c8d61ce351e46d7afa647a8e1f03f12ab9c,2541184,abcat0701002,Dead island,16:56.2,16:51.5
d8baae266124d1741325b1edfb1ec2a40023d633,2704058,abcat0701002,FIFA 12,42:32.1,42:03.7
d8bad2c7e220d775878660fa35b1f06ba3a6258a,2945052,abcat0701002,Call of duty MW3,25:09.2,24:50.2
d8bb9689c946c20766d81cee24bf936d24b24ca8,9092563,abcat0701002,mortal combat,03:22.2,02:25.7
d8bbc92f781e6f4352e0104bde140bfe2239889e,2670133,abcat0701002,modern warfare 3,59:09.0,58:01.2
d8bc3128f03fe56745e165de593719398c50aff3,2670133,abcat0701002,Mw3,38:13.1,37:32.8
d8bde3711e230576dc9611a850e8577c6d58d531,2078113,abcat0701002,xbox 360 games,07:36.1,07:07.0
d8bff12aa621993b969226bf48cab8301bb968a8,2032076,abcat0701002,gears of war,56:15.9,55:52.7
d8c24ecd9cb91f150d38fc7e3028cb557bf937f6,2833031,abcat0701002,call of duty,08:49.0,08:10.8
d8c5f233473dde2162f8676cafe86315b0ce4eb1,2670133,abcat0701002,Modern warfare 3 hardened edition,54:59.5,54:27.0
d8c6a81559f0d120bb76b70fb09c2836b0f7e053,2541184,abcat0701002,Dead island,12:01.3,11:52.7
d8c852f705ce9487d930ebfb9ea53b41f4034d09,2467183,abcat0701002,gears of war 3,32:41.2,31:56.3
d8c8add2ae1a81d6533778dce36e19ef6b438fcc,9663261,abcat0701002,mass effect 2,54:54.1,54:05.2
d8c92ea905e5b42993f4d11980d7ab151353f3b0,2173065,abcat0701002,arkham city,14:55.5,14:48.7
d8ce3b17043fe6fdae8c6fb75a2d98a8cd322f3f,9461183,abcat0701002,final fantasy,36:47.7,35:49.8
d8cf50d38429221c7257e1eadf37b89b53a0aa02,2704058,abcat0701002,Fifa,37:16.6,37:00.8
d8d0215984c5e9aa5ba1c929f1e4cf8dbb4d7b5b,2704058,abcat0701002,FIFA 12,39:27.2,39:19.9
d8d18202aff21a9944f4208d1dec5dc461eec74f,2897073,abcat0701002,Kinect,15:32.8,14:44.0
d8d2a3c3245b84ef4b3d879cf70fd7bf0dad57bb,2856517,abcat0701002,Halo,32:15.8,31:19.5
d8d2a3c3245b84ef4b3d879cf70fd7bf0dad57bb,2856544,abcat0701002,Halo,33:01.9,31:19.5
d8d380ccd55c83a55259c993f3a450b284918bb6,2541184,abcat0701002,dead island,39:22.1,39:13.8
d8d742e1815bca93830ec02ee03ed7eea9770f9d,2633103,abcat0701002,Xbox rocksmith,08:00.4,07:54.5
d8db6794da92f1ee1b7dc48c94718655e30f45ad,9902347,abcat0701002,ps3,44:02.0,42:06.3
d8de50ce230324e87a10037650da0aa2ca79a82e,2953607,abcat0701002,3ds system,41:10.0,38:09.2
d8df8d02316b30ff552234d796ca9b27dd48cc23,2173065,abcat0701002,batman arkham city,16:05.5,15:39.3
d8dfcaad32192d0a376005124a44e94605770cdb,9854804,abcat0701002,xbox games,01:47.5,01:37.8
d8e1986da1a88983c79e98255f3d274fa3053d18,2541184,abcat0701002,dead island,35:07.6,34:44.3
d8e1b74a05aa0152391fb47999d100cd73cad9ae,2467129,abcat0701002,gears of war,58:27.6,58:08.7
d8e1b74a05aa0152391fb47999d100cd73cad9ae,2032076,abcat0701002,gears of war,00:00.9,58:08.7
d8e64b10bf654a9b460da5292c9a556b4d6b10ee,2945052,abcat0701002,modern warfare 3 xbox,58:43.4,58:39.7
d8e686e4f736df78658c109927406203bdfd1af7,2633149,abcat0701002,Rock smith,24:15.1,21:13.9
d8e818d6e20287879bee9f74ee5097933fff37db,2802508,abcat0701002,just dance 3,27:24.1,26:32.9
d8eef8046532484d743da43a6044449c8f3c0195,1012721,abcat0701002,The sims 3,02:40.4,02:24.2
d8f1ac2deaa1921b91bf3fbd7f38e944140b95dd,1066551,abcat0701002,Wwe,19:27.1,18:39.8
d8f2040d0b1707d0b40a3abfbceb4d714b172a3c,2375195,abcat0701002,Madden 12,46:45.6,46:36.4
d8f2d7c26bf005981d1c2782cc791506044289c7,1685052,abcat0701002,Dragon age 2,27:19.4,27:00.1
d8f3a019a9c477a11f09ebccd36b6ed1f6bb1e17,2953607,abcat0701002,Forza 4,01:31.2,01:14.3
d8f3afb9b65e30cea8b84b533c427ef11767cd8e,3244621,abcat0701002,Ufc,35:32.9,31:39.0
d8f3b36eb7291a3a49d26b5bd171d75cccd20410,2953607,abcat0701002,OnlineMidnightSale_Car_GPS,06:33.6,01:57.4
d8f5eaeb25a41a55e9c2772c426a15cddaf8b450,3046603,abcat0701002,Batman arkham city,58:53.5,58:33.8
d8f7a5a626aae305ca9766690dcd6cca94cc184c,2467129,abcat0701002,Gears of war,44:45.6,43:21.0
d8f80795cd75c72a83c981903086ca5e6d0a34c2,2095189,abcat0701002,Skyrim,53:34.9,53:17.1
d8f87c08654ad7df285b328ae9174df6941cdb3b,2467183,abcat0701002,gears of war 3 epic edition,17:21.7,16:47.7
d8f9f4df0cb2fbe0991daf81c6d2a5f22379d3aa,1251132,abcat0701002,deus ex,49:41.4,49:32.1
d8fe94e928df7704dc21fecd6fd41995dfde1093,2945052,abcat0701002,hardened,38:07.8,38:01.8
d8fedd1beee3d70f7bacc782c51e68ad7e56cd08,2107458,abcat0701002,Battlefield 3,30:44.6,30:33.6
d8ffe17051c042569748fe72898760e2b3367af7,3519923,abcat0701002,final fantasy xiii 2,57:13.3,56:51.4
d900c1e34df960013d51f9474cfe0aadd80f81f3,3244621,abcat0701002,Skyrim collector,31:43.7,30:35.9
d9014766568e54b0f12933ae93eb4a0dc46e7554,2977637,abcat0701002,Nba,46:29.4,44:23.6
d90352a01e44ae723114c45534f46dba99b08186,2541184,abcat0701002,Dead island,13:02.6,12:50.0
d905c496b8dc48f9c5c48134fc6bb501197eede3,3559471,abcat0701002,jurassi park,54:19.3,53:05.4
d9068ee069e287139fe9e8b50b17c8c2fd167406,2340293,abcat0701002,Ncaa football 2012,25:07.9,24:13.7
d9068ee069e287139fe9e8b50b17c8c2fd167406,2340293,abcat0701002,Ncaa football 2012,43:59.1,42:44.7
d908b0cd1ec6d9bf9afd2a8f5834fe328ccc4a2e,2977637,abcat0701002,NBA 2k12,48:02.9,47:43.2
d90ae7390d23ae642a983f8da660f7fb213764f7,9511432,abcat0701002,Left for dead,05:31.0,05:03.5
d910948f3d10c56b788df2d8e4fb7728bd3a78c9,2856465,abcat0701002,Madden 2012,50:54.6,50:22.9
d910f8fd2d20d844a2f2523ea3a1fe93e7c920d8,2541184,abcat0701002,Dead island,33:13.8,32:40.9
d9114c990ed2e3d6ef9ab980128f3fe1abde80b0,2107458,abcat0701002,Battlefield 3,14:34.9,13:54.4
d91196661ac46d4918344b7f83681b5f78c93b79,2897073,abcat0701002,kinect games,55:18.9,54:37.0
d911ca50488ba59a760e45a571390ae60bd512b6,2737083,abcat0701002,Dead rising 2 off the record,19:12.3,18:56.0
d9120841f762c5d25a802b1ec81a3150d2e69d22,2670133,abcat0701002,Call of duty,50:44.0,50:32.3
d9144ad9a5c77f42214dfc9a8005e44aed85deb8,2897073,abcat0701002,Kinect power supply,25:39.3,25:02.6
d918721c28e88cf08cbd89d96ad22fed6bd62a0e,2670133,abcat0701002,xbox 360,43:51.8,42:37.1
d918721c28e88cf08cbd89d96ad22fed6bd62a0e,2953607,abcat0701002,xbox 360,45:33.7,42:37.1
d91cb973c8eed526b6c3ac734ed2fc657b7ad387,2704058,abcat0701002,Fifa 12,24:15.7,24:07.5
d91de16965588f50adc04167a62df653c0b7a933,2633103,abcat0701002,rocksmith,31:08.6,30:39.4
d91de16965588f50adc04167a62df653c0b7a933,3046066,abcat0701002,rocksmith,31:22.5,30:39.4
d91df1c66d0fe831d7e0aa8f3e435042149e7206,3071602,abcat0701002,wipe out,52:51.8,52:39.3
d91ec53b77ea2307d0a3641e8c8e53ff624cee2e,2633103,abcat0701002,Rocksmith,28:53.3,27:35.1
d9204fe1190f18e55acb651cea65788332823666,3046603,abcat0701002,batman arkham city,05:51.6,05:06.9
d9206eff99815621dc5a86e137239ec9f6f614e4,2802508,abcat0701002,Just dance 3 xbox,30:55.8,30:48.3
d920b23597727b08a0cbaa549f07cbe08eccf1fb,2670133,abcat0701002,mw3,13:23.7,12:58.0
d920b9e4076a80c3e41bd27530996616093968fd,9854804,abcat0701002,Gears of war 3,45:19.3,44:45.7
d921257bfff3b351249529305223313fe515efbf,9215333,abcat0701002,genesis,14:26.5,14:11.8
d925d0129415609d13923a563d317f91ddffb7e6,2107458,abcat0701002,Battle field 3,37:40.7,37:28.9
d9275cddef57015c96ea2c6fc50bfd27e375a8ea,2281794,abcat0701002,dance dance revolution,32:35.2,32:20.4
d9297f6b089337ad46ac6ad34b285684122c5253,1251132,abcat0701002,Deus Ex,36:00.9,35:29.9
d92a278f535f6aa335055c26e7b33ca559fae692,2541184,abcat0701002,Dead island,33:58.1,33:52.4
d92d21ff3c033f0fcd90c9b974b09b370f552ddc,9854804,abcat0701002,xbox 360,07:37.0,07:00.3
d92fcd9b8e187da99d1e3fc960610d8b616a1ede,2977637,abcat0701002,nba 2k,51:49.8,51:29.8
d9302d81c9328f3ee7f95bc0194a65ceb1dacf5a,2078113,abcat0701002,Forza 4,43:07.6,42:58.6
d9305ede313bf27b8deaa0b380dcf62546e531c2,2856517,abcat0701002,halo,17:35.2,15:55.4
d9308e8d2dec1c4fda65f1c56af16305eefb8627,9959853,abcat0701002,HAWX 2,33:48.2,33:33.2
d931df27cb172795e801d363a7c14eb623f1252a,2173065,abcat0701002,Batman arkham city,06:09.9,04:48.1
d931f1fa986f59917a0bdb1579f37feab77dd693,9854804,abcat0701002,20110801_GOW3,25:18.1,24:33.4
d9331918906ac8f64bd9b3d2a28211c2a74d56af,2977637,abcat0701002,skullcandy nba hesh studio headphones,23:04.9,22:30.5
d9351ef47ad04351061c5eb52526ba9e22105fdb,1228939,abcat0701002,Rage,42:56.3,42:41.7
d93575fd2ab48ae2bfbab7cca106658db2cd74b8,9713872,abcat0701002,xbox360 wireless connector,00:54.8,56:41.0
d936c9fb903da9a7883c83e964d425c124351b10,1508787,abcat0701002,360 games,14:43.4,10:59.5
d9371310855c1c1d09b388d0c1bd0955f2132e8d,2173065,abcat0701002,Batman,29:01.3,28:40.8
d937de6443ba79619e811715761fe42d923fa289,2977637,abcat0701002,2k12,09:32.3,09:20.8
d9393e14f0798cb295b018571fe37f8ec7de3d47,9902347,abcat0701002,call of duty,28:37.1,28:20.1
d939e4cd66d4d4bb1190d62317b951124765c7b1,1974315,abcat0701002,wwe,57:47.6,57:08.1
d93acde60463decc04c49380e726d94062c0db2d,9854804,abcat0701002,gears of war 3,55:41.9,54:15.3
d93afd95cb34491090d90cc4206fbda872ec333e,9967476,abcat0701002,Test drive unlimited 2,21:19.2,20:39.6
d93b895e310b6624d7ef60369e3e5be6f9556a8f,2467129,abcat0701002,gears of war 3,52:22.3,51:53.3
d93cbbb7224a1c4e647edff492ad1d40429415be,2173065,abcat0701002,Batman,52:02.7,51:44.5
d93d27f464265daff563b841465eb435bc8a019a,9374134,abcat0701002,Red dead,05:30.4,03:09.3
d93de52a6f22d6f89061614c4a6e20f4d4de3d0a,2704058,abcat0701002,xbox 360,34:26.7,34:06.3
d93f4f87bfb80e8191bdf97985644dc54bafa9c1,9254111,abcat0701002,halo 3,32:47.5,32:18.3
d94046efe96e6169a2b4f471fcf8daf15f4931be,2670133,abcat0701002,Mw3,47:27.3,47:16.8
d943a616f99b1a8f0790d4b3a2eafc290e395ec9,2945052,abcat0701002,Netgear,42:34.4,40:22.7
d944b663a1e6e05efd842e7c497c8683d36eb85c,1973042,abcat0701002,Legends of Troy,24:20.0,23:51.7
d947b076736089b2360579e4ab1e061c491870cc,1180104,abcat0701002,Xbox connect,13:10.8,12:51.6
d949009e1384442aab7b79b9c7681f90ae7d02ee,1776209,abcat0701002,You dont know jack xbox 360,28:39.3,28:00.4
d94c90a6951bd3e2427f646d65b8993a950e74a0,2903172,abcat0701002,Minecraft,04:45.3,04:25.8
d94d95991fa4b890611a393fada350ea6be8ed63,9854804,abcat0701002,gears of war3,14:53.5,13:19.0
d9505a7730bf8b453d6fb3be8cb0bc481a9b09f8,2541184,abcat0701002,Dead island,11:55.4,11:51.6
d95080088e969975af5f83fffa17c32e4c380236,3552327,abcat0701002,Dragon ball z ultimate tenkaichi,41:04.2,40:51.3
d9520793b36cdb92c267ac85afb62a48f320ca19,2977637,abcat0701002,NBA 2k12,47:17.4,47:08.0
d955aa20ccd72ae868eacfcae0f63368aee70870,2541184,abcat0701002,Dead island,12:11.2,11:54.4
d955d1804aad9bbfe998711651320292926ab28d,1180104,abcat0701002,Xbox 360,03:24.9,03:02.2
d957a33984fd2ec505c9c621a8906c2c4ea27a8a,2467129,abcat0701002,Gears of war 3 limited edition,39:31.5,37:16.9
d958072d09d55cbd11e455b3a5ba3feab0adf08e,2541184,abcat0701002,dead island,43:26.8,43:02.3
d95ca7b3c5f2d33fd73b1a68270eb8607a33b0c6,2856517,abcat0701002,halo,34:23.9,33:26.3
d95f064bd555d0553edfd112ad62111c0084e6d2,2633103,abcat0701002,Rocksmith,39:27.0,39:06.6
d9600fe2ac2d6b3b1303f3ea669f45eb5ddda816,2613542,abcat0701002,Assassins Creed Revelations,33:59.7,31:38.5
d961fa27c2232fad8281e235eb5894bb1c6fc15e,2670133,abcat0701002,Mw3,35:06.5,34:49.1
d9635dc207c14badc1936ab71bcab3097b8ecc9b,2897116,abcat0701002,Dance central 2,24:12.7,23:56.8
d9635dc207c14badc1936ab71bcab3097b8ecc9b,2897055,abcat0701002,Dance central 2,24:39.2,23:56.8
d963a4b41aea527b5cc7da1d82cd3908af6e142f,9854804,abcat0701002,gears of war 3,53:27.0,52:52.4
d963e3610dcda6e4c6b6ed53cbe20698437a1e84,1179927,abcat0701002,Xbox 360 turtal beach,34:59.3,33:48.1
d966561dcb7f400496e5ad278adda81743d1cb93,2704058,abcat0701002,Games,58:51.6,57:51.2
d96797051bd1d9f7098a49e585733245c2f6305e,2107458,abcat0701002,battlefield,33:33.8,32:53.2
d96c327fee469a52a39be74c442dbd3cf62f7eb5,9460736,abcat0701002,Forza,52:02.8,50:28.3
d96c440050afd822b7f5d0033da2c671410d2069,7294661,abcat0701002,halo 3,00:15.9,59:37.7
d96e0a6217c3e1bce76a01f993596926f8850c98,2704058,abcat0701002,FIFA 12,49:06.8,48:54.3
d970662109aaf65edcad6b195d8bf365742b1c0f,9936195,abcat0701002,splatterhouse,22:26.7,21:21.1
d97299f658c177851b3965417c223b84730eb459,2613542,abcat0701002,assassins creed,37:48.7,36:27.2
d972e53fb111bdee7896264d1c57b0b7069753ad,2107458,abcat0701002,battlefield 3,24:23.8,23:34.7
d973a347a14bea92b83ac5d2486d432246fe822c,9902347,abcat0701002,Xbox 360,04:27.8,01:27.4
d975c38274aff5c074264aaeea7637b848c14c3a,2977637,abcat0701002,nba 2k12,02:05.3,01:14.9
d977483ed27f4132eb3ff24b7748ffed4719a8cb,9328943,abcat0701002,rock band,12:20.3,12:13.6
d97803a10a6b67184d25d3da49a4784f74ba7714,2173065,abcat0701002,Batman arkham city,39:20.4,39:08.9
d97803a10a6b67184d25d3da49a4784f74ba7714,2670133,abcat0701002,Modern warfare 3,40:19.7,40:01.6
d97ac634f940f1de088c2a5cf474e11bdb439603,2541184,abcat0701002,dead island,14:20.9,13:06.8
d97adb3997215416efd946f779f9e819b1d20997,2173065,abcat0701002,Xbox360 games,41:50.1,39:16.9
d97b11daa2a1fc7b9ac7f4ea51f540b5755f31df,1251132,abcat0701002,deus ex,08:18.0,08:03.2
d981718f5bb9380fb8dbced669a53455b9c5b966,1012721,abcat0701002,sims,39:55.9,39:35.1
d982ffcd2f42ec58bea2202d0eae370c46074cd8,2633149,abcat0701002,Rcksmith,38:19.2,37:55.7
d9867c43d5a1a3c238f180485b893f51f54274bf,9902347,abcat0701002,Xbox 360,15:26.5,15:00.7
d986feb89dc67562fabcaddf4a39cf006fc16645,9854804,abcat0701002,Gears of war 3,49:00.7,48:44.5
d98857e30abadb82903a1ff552432c2e709382e5,2633103,abcat0701002,rocksmith,22:23.7,22:02.5
d98ea79d187147d2ed4e2f77be4b9e500fd2d842,3559505,abcat0701002,Red dead redemption,42:50.4,40:17.6
d98f72732e030bd2c3df4847886b9f186f477627,2758085,abcat0701002,dark souls,24:28.2,24:20.1
d990275ea1596a90c460a0dbe666c7869d08beaf,2467183,abcat0701002,Gears of war 3,27:01.6,25:29.2
d990275ea1596a90c460a0dbe666c7869d08beaf,2467129,abcat0701002,Gears of war 3,28:20.0,25:29.2
d9926f8964ad83822061fa901f12ec8fb5b6c877,9927328,abcat0701002,Batman arkham asylum,47:24.5,46:27.4
d994bec62bab0aff0017222f224720e68e247600,2032076,abcat0701002,Beard,10:20.3,09:03.2
d99533b73250246de7691186905d21a8501e7c7a,9854804,abcat0701002,Gears of war 3,40:24.0,39:32.7
d99681811655652b69ba2b09a275fdc74325eb09,9854804,abcat0701002,Gears of war,46:19.3,45:59.3
d99baaf1670575817fe85427406275c25b0d4c3a,2248278,abcat0701002,transformers,32:05.1,30:51.3
d99bc7e8d857ee3ae73a879030b7aaca1ac41701,2467183,abcat0701002,gears of war 3,40:34.3,39:50.0
d99bc7e8d857ee3ae73a879030b7aaca1ac41701,9854804,abcat0701002,gears of war 3,41:26.5,39:50.0
d99f888fc65146b70872615c34f2d2b5e39f886a,2541184,abcat0701002,Dead island,04:08.0,03:59.4
d9a06e97362dae6894e32e037b3c6e09d2b40325,2842757,abcat0701002,seasme street,50:03.2,49:26.7
d9a121773393bd90ccedc2570ed7ec1bea453335,2173065,abcat0701002,batman,04:19.8,04:02.4
d9a35632ebdac07f306c67dad422134a23c3d2b2,3559578,abcat0701002,Red dead redemption,49:27.7,48:27.9
d9a95dc8e828ac445028d8ece86a854c69a26721,1251132,abcat0701002,Deus ex,58:15.6,57:58.6
d9aaf295dd125144e16f25c8a0dfd6117be0ac00,1228939,abcat0701002,rage,41:46.0,41:31.8
d9accdc19e86d86713f88a503cea4dbbeeb35f7a,2670133,abcat0701002,Games,33:44.1,30:14.5
d9ad22e6ca2a91c173098fedef840494c75eb496,2078113,abcat0701002,xbox 360,02:21.7,01:45.2
d9aedfaadadf662602242c56f3447ea2261fb6cc,2802508,abcat0701002,Just dance 3,25:24.2,24:51.6
d9b1524b7fe6f86f8b3e6ba6486b407c2a0b0414,2467183,abcat0701002,gears of war 3,17:37.7,16:41.9
d9b1f9f93e5ee84efa20bb05c52297968954c432,2807036,abcat0701002,nhl 12,53:26.0,52:58.9
d9b2331eea25475c8820363d773570380dfccfe2,2670133,abcat0701002,mw3,04:49.7,04:19.2
d9b281f97f9900cbd9c19a813a7bcbae589f9e74,2078113,abcat0701002,forza,28:45.3,27:50.9
d9b360dc28b4c6943013bfaae5b277e8ed91011e,2107458,abcat0701002,Battlefield 3,39:23.8,39:12.1
d9b5d7582b80747d52bbc2548a0367c939c1d9ed,2755149,abcat0701002,Ace combat,01:15.9,00:27.9
d9b5d7582b80747d52bbc2548a0367c939c1d9ed,8564564,abcat0701002,Ace combat,02:03.2,00:27.9
d9b71170e4cf21a421de1c38478c8be87d0a143b,9889193,abcat0701002,ghost recon,14:57.0,14:38.3
d9b863d57cad9ad3db7eaeb0237ee1d3813fd9be,1493444,abcat0701002,csi,27:40.8,27:02.5
d9b8b28cceebf629c62e37a2f9771b53f3a50162,2945052,abcat0701002,mw3 hardened,21:15.8,20:38.7
d9b8c0ee2d016c3e611896086a4ef6cc2166bb35,9854804,abcat0701002,Gears of war 3,33:10.3,33:00.8
d9b9aa6e0969dc63ee0a8dafe07710f70e12140e,2107458,abcat0701002,Battlefield,22:03.2,20:59.3
d9b9b300a73700d4db92f140479d65b986d99472,3455398,abcat0701002,xbox 360 elite,04:09.3,03:29.1
d9bac1ccab0def41be8f20031bad4823c97e9a36,2953607,abcat0701002,forza motorsport 4,02:42.1,02:27.6
d9bc7ec76b9521ffcdc8f58a958dc0f00a58bbb5,2107458,abcat0701002,battlefield 3,49:23.2,49:06.9
d9bc7ec76b9521ffcdc8f58a958dc0f00a58bbb5,3046603,abcat0701002,battlefield 3,50:20.9,49:06.9
d9bc7ec76b9521ffcdc8f58a958dc0f00a58bbb5,2749041,abcat0701002,space marine,56:55.8,56:44.1
d9bdb28bc53a7b1a2cd3372fd99f5e13bb879047,2953607,abcat0701002,forza,25:32.9,24:48.5
d9be57544304265953a51f0dc893c080b7cb9ecf,2541184,abcat0701002,Dead island,16:01.7,15:54.2
d9c23fc42e253a0970f2d72133eccb4d19869f37,9902347,abcat0701002,Xbox 360,57:26.9,57:10.2
d9c399f2fd489082559199ddf81bd47d1cd65be8,2953607,abcat0701002,Forza 4,33:37.9,33:30.6
